1,TESTSITE,PP,5,-33.176,150.433,392,,,,
Date (MM/DD/YYYY),Time (HH:MM),T2m,RH,GHI,DNI,DHI,IR(h),WS10m,WD10m,SP
09/18/2003,00:00,13.02,52,669.6,786.39,103.3,259.15,2.83,261,97224
09/18/2003,01:00,14.7,47.75,802.3,872.71,107.2,265.75,3.03,263,97138
09/18/2003,02:00,15.83,45.1,872.05,936.82,106.4,271.3,3.17,261,97023
09/18/2003,03:00,16.48,43.75,855.75,970.01,98.05,276.3,3.24,258,96976
09/18/2003,04:00,16.58,43.95,787.65,1011.65,89.15,279.2,3.17,254,96899
09/18/2003,05:00,16.21,45.35,86.25,0,86.25,280.75,2.97,251,96890
09/18/2003,06:00,15.23,48.4,76.1,0,76.1,280.55,2.76,253,96937
09/18/2003,07:00,13.88,56.1,60.3,0,60.3,281.3,2.41,259,96995
09/18/2003,08:00,11.61,61.6,0,0,0,278.05,2.62,261,97119
09/18/2003,09:00,10.04,65.45,0,0,0,272.85,2.55,258,97186
09/18/2003,10:00,8.8,70.3,0,0,0,269.75,2.28,257,97338
09/18/2003,11:00,7.79,75,0,0,0,271.3,2,258,97376
09/18/2003,12:00,6.93,79.15,0,0,0,269.35,1.86,254,97424
09/18/2003,13:00,6.2,82.7,0,0,0,262.25,1.86,250,97396
09/18/2003,14:00,5.67,85.2,0,0,0,259.7,1.79,251,97434
09/18/2003,15:00,5.25,87.35,0,0,0,263.4,1.59,253,97491
09/18/2003,16:00,4.91,89,0,0,0,269.35,1.52,245,97443
09/18/2003,17:00,4.63,90.15,0,0,0,270.15,1.45,248,97376
09/18/2003,18:00,4.39,91.1,0,0,0,271.3,1.31,254,97386
09/18/2003,19:00,4.52,89.5,0,0,0,281.7,1.17,243,97434
09/18/2003,20:00,4.56,89.45,0.05,0,0.05,289.05,0.97,231,97481
09/18/2003,21:00,5.96,86.2,49.95,50.37,38.55,301.75,0.34,214,97520
09/18/2003,22:00,9.43,71.05,194.55,206.36,106.85,313.5,0.62,98,97586
09/18/2003,23:00,11.5,67.65,387.65,390.87,155.7,310.45,1.79,64,97596
09/19/2003,00:00,13.36,57.8,567,496.82,207,303.3,2.14,43,97520
09/19/2003,01:00,14.65,53.85,708.85,601.13,227.55,298.9,1.38,45,97443
09/19/2003,02:00,15.97,49.5,773.35,663.73,228.35,303.7,1.1,42,97376
09/19/2003,03:00,16.66,46.7,716.65,522.5,306.7,319.1,1.17,33,97291
09/19/2003,04:00,16.76,43.95,581.25,417.11,291.95,322,1.1,20,97271
09/19/2003,05:00,16.45,43.7,247.3,0,247.3,323.15,1.03,18,97262
09/19/2003,06:00,15.74,48.7,187.15,0,187.15,352.3,1.03,35,97262
09/19/2003,07:00,14.11,59.65,113.75,0,113.75,338.8,1.1,26,97281
09/19/2003,08:00,12.57,67.3,0,0,0,303.5,1.17,17,97291
09/19/2003,09:00,11.14,71.4,0,0,0,293.85,1.72,328,97415
09/19/2003,10:00,9.94,74.8,0,0,0,297.5,1.86,301,97443
09/19/2003,11:00,8.98,77.9,0,0,0,291.95,1.93,284,97491
09/19/2003,12:00,8.83,78.5,0,0,0,305.05,1.86,272,97501
09/19/2003,13:00,8.19,82.4,0,0,0,284,1.86,265,97558
09/19/2003,14:00,7.76,85,0,0,0,288.25,1.66,253,97548
09/19/2003,15:00,6.98,89,0,0,0,271.7,1.59,249,97548
09/19/2003,16:00,6.41,91.55,0,0,0,272.05,1.52,249,97539
09/19/2003,17:00,5.85,94,0,0,0,269,1.45,250,97520
09/19/2003,18:00,5.33,95.6,0,0,0,265.9,1.45,245,97548
09/19/2003,19:00,5.64,91.45,0,0,0,286.9,1.38,239,97567
09/19/2003,20:00,4.96,93.65,0.15,0,0.15,262.6,1.38,242,97615
09/19/2003,21:00,6.52,90.8,81,207.66,32.95,265.1,0.48,233,97672
09/19/2003,22:00,11.78,66.3,291.35,521.82,67,267.8,0.69,138,97796
09/19/2003,23:00,13.73,58.15,508.85,711.5,83.25,272.45,1.59,122,97720
09/20/2003,00:00,15.05,54.2,690.4,823.65,89.9,275.9,1.66,114,97710
09/20/2003,01:00,16.37,49.55,814.55,882.52,104.3,283.1,1.59,105,97691
09/20/2003,02:00,16.93,44.75,741.35,698.93,164.8,294.45,1.52,104,97625
09/20/2003,03:00,17.25,42.75,643.15,426.26,307.25,328,1.59,107,97586
09/20/2003,04:00,16.96,43.7,499.9,399.97,221.25,336.3,1.93,110,97529
09/20/2003,05:00,16.61,47.55,254.7,0,254.7,346.9,2.21,109,97510
09/20/2003,06:00,15.71,56.45,154.1,0,154.1,332.05,2.41,104,97501
09/20/2003,07:00,14.78,63.2,65.2,0,65.2,297.7,1.86,94,97577
09/20/2003,08:00,12.3,78.7,0,0,0,285.55,1.79,93,97653
09/20/2003,09:00,10.9,90.25,0,0,0,292.7,1.45,92,97739
09/20/2003,10:00,10.22,96.15,0,0,0,295.2,1.1,91,97835
09/20/2003,11:00,10.18,97.95,0,0,0,339,0.69,89,97844
09/20/2003,12:00,10,99.35,0,0,0,336.3,0.34,82,97863
09/20/2003,13:00,10,99.25,0,0,0,340.7,0,85,97863
09/20/2003,14:00,9.78,99.45,0,0,0,343.6,0.48,266,97854
09/20/2003,15:00,9.52,99.35,0,0,0,352.3,0.62,262,97835
09/20/2003,16:00,9.07,99.3,0,0,0,349,0.76,265,97768
09/20/2003,17:00,8.52,99.2,0,0,0,342.25,1.03,266,97701
09/20/2003,18:00,7.95,99.2,0,0,0,336.1,1.1,261,97701
09/20/2003,19:00,6.68,99.15,0,0,0,267.65,1.45,262,97672
09/20/2003,20:00,6.15,99.4,0.3,0,0.3,272.05,1.45,261,97682
09/20/2003,21:00,7.44,94.95,82.65,204.07,34.4,269,1.03,265,97701
09/20/2003,22:00,11.64,80.85,274.6,424.96,89.8,271.85,0.69,270,97739
09/20/2003,23:00,15.35,60.8,484,606.9,118.1,271.3,0.55,265,97720
09/21/2003,00:00,17.88,43.5,685.5,765.37,124.1,276.7,0.48,220,97625
09/21/2003,01:00,19.62,35.25,827.65,905.18,95.45,283.1,0.48,192,97558
09/21/2003,02:00,20.88,31.35,885.35,950.99,97.3,288.45,0.48,167,97472
09/21/2003,03:00,21.7,29.6,875.7,984.93,96.2,292.9,0.83,148,97415
09/21/2003,04:00,21.9,29.9,796.2,1007.36,91.3,297.15,1.52,132,97386
09/21/2003,05:00,21.38,32.5,651.45,1010.34,85.8,300.6,2.34,123,97396
09/21/2003,06:00,19.42,43.5,75.55,0,75.55,302.55,3.38,117,97443
09/21/2003,07:00,17.27,56.85,60.3,0,60.3,303.3,3.17,119,97558
09/21/2003,08:00,13.63,81.8,0,0,0,300.2,3.45,128,97758
09/21/2003,09:00,11.7,94.65,0,0,0,328.2,2.41,128,97920
09/21/2003,10:00,10.84,91.8,0,0,0,354.2,2.97,125,98016
09/21/2003,11:00,10.09,92.2,0,0,0,361.35,3.1,125,98121
09/21/2003,12:00,9.52,93.75,0,0,0,357.3,2.76,127,98140
09/21/2003,13:00,9.32,92.45,0,0,0,354.8,3.03,128,98150
09/21/2003,14:00,9.03,95.25,0,0,0,353.25,2.83,128,98140
09/21/2003,15:00,9,95.1,0,0,0,352.65,2.55,126,98111
09/21/2003,16:00,8.99,95.4,0,0,0,349.4,1.86,124,98083
09/21/2003,17:00,8.91,95.8,0,0,0,350.95,1.66,121,98016
09/21/2003,18:00,8.91,95.95,0,0,0,353.05,1.79,123,98016
09/21/2003,19:00,8.99,95.7,0,0,0,346.3,1.38,104,98025
09/21/2003,20:00,8.97,96.2,0.1,0,0.1,355.35,1.66,87,98054
09/21/2003,21:00,9.2,93.9,30.25,0,30.25,348.8,1.52,69,98092
09/21/2003,22:00,10.45,83.45,139.6,33.99,124.65,339.95,1.72,47,98073
09/21/2003,23:00,11.93,74.95,291.5,199.72,170.15,345.35,1.52,20,98006
09/22/2003,00:00,14.1,63.95,516.6,342.19,264.1,332.8,1.38,349,97892
09/22/2003,01:00,16.69,55,763.75,687.6,204.75,318.4,1.24,342,97806
09/22/2003,02:00,18.51,49.2,881,947.71,92.15,290.95,1.45,334,97653
09/22/2003,03:00,19.65,45.35,872.35,985.03,89.45,297.7,1.72,307,97520
09/22/2003,04:00,19.7,45.15,714.9,873.94,100.7,315.65,1.86,290,97443
09/22/2003,05:00,19.51,44.8,471.2,588.66,140,336.3,2.07,279,97357
09/22/2003,06:00,19.03,47.55,114.4,0,114.4,330.7,1.86,275,97357
09/22/2003,07:00,17.78,59.95,59.25,0,59.25,329.7,1.59,262,97367
09/22/2003,08:00,15.73,68.55,0,0,0,332.8,1.59,242,97415
09/22/2003,09:00,13.94,75.9,0,0,0,317.75,1.52,218,97462
09/22/2003,10:00,12.63,82.65,0,0,0,305.25,1.66,194,97529
09/22/2003,11:00,11.57,89.1,0,0,0,307.15,1.59,172,97606
09/22/2003,12:00,10.63,94.3,0,0,0,298.5,1.38,161,97634
09/22/2003,13:00,9.9,97,0,0,0,291.95,1.31,164,97615
09/22/2003,14:00,9.38,98.3,0,0,0,293.45,1.24,170,97663
09/22/2003,15:00,8.77,99.25,0,0,0,282.1,1.31,174,97634
09/22/2003,16:00,8.44,99.35,0,0,0,290.4,1.24,177,97644
09/22/2003,17:00,8.48,99.4,0,0,0,318.15,1.03,176,97644
09/22/2003,18:00,8.84,99.2,0,0,0,337.25,0.9,165,97634
09/22/2003,19:00,8.84,99.4,0,0,0,338.8,1.1,135,97672
09/22/2003,20:00,9.02,98.9,0.35,0,0.35,342.85,1.1,131,97710
09/22/2003,21:00,9.75,93.5,46.1,42.8,35.55,343.8,1.45,126,97777
09/22/2003,22:00,10.89,85.75,131.5,73.88,98.65,350.95,1.45,108,97825
09/22/2003,23:00,11.92,80.85,216.9,108.12,150.7,351.9,1.31,98,97825
09/23/2003,00:00,12.86,77,288.05,60.15,243.4,361.75,1.17,89,97758
09/23/2003,01:00,13.55,75,323.05,56.67,276.75,363.7,1.1,84,97730
09/23/2003,02:00,13.86,75.25,332.9,93.06,255.1,366.95,1.17,89,97625
09/23/2003,03:00,14.24,72.15,302.65,137.13,193.2,364.25,1.24,86,97529
09/23/2003,04:00,14.06,74.7,301.4,148.91,196.3,352.1,1.66,91,97405
09/23/2003,05:00,14.48,73,343.55,208.36,225.75,356.7,1.59,89,97386
09/23/2003,06:00,13.61,80,104.95,0,104.95,364.6,1.93,91,97367
09/23/2003,07:00,14.59,74.8,80.5,0,80.5,361.15,2.28,93,97434
09/23/2003,08:00,12.65,86.15,0,0,0,348.25,2.21,98,97501
09/23/2003,09:00,11.7,92.4,0,0,0,358.65,1.45,104,97606
09/23/2003,10:00,11.04,96.25,0,0,0,353.65,1.24,98,97691
09/23/2003,11:00,10.77,97.3,0,0,0,357.3,1.1,88,97758
09/23/2003,12:00,10.61,97.95,0,0,0,360.2,1.1,81,97730
09/23/2003,13:00,10.48,99,0,0,0,359.4,0.76,86,97720
09/23/2003,14:00,10.45,99,0,0,0,359.4,0.55,78,97739
09/23/2003,15:00,10.39,99.1,0,0,0,361.35,0.34,62,97691
09/23/2003,16:00,10.31,99.2,0,0,0,359.2,0,3,97672
09/23/2003,17:00,10.24,99.15,0,0,0,359.6,0.28,256,97644
09/23/2003,18:00,10.15,99.3,0,0,0,359.25,0.48,277,97644
09/23/2003,19:00,9.44,98.5,0,0,0,342.85,0.97,266,97663
09/23/2003,20:00,9.09,99.15,0.7,0,0.7,333.75,1.1,260,97710
09/23/2003,21:00,9.57,96.15,56.95,19.29,52.1,343.6,1.45,256,97758
09/23/2003,22:00,11.86,86.25,227.85,194.77,140.3,326.65,0.97,275,97749
09/23/2003,23:00,14.8,72.95,461.55,500.97,152.5,311.4,1.17,314,97653
09/24/2003,00:00,16.91,58.2,670.65,733.29,123.2,302.15,2.21,320,97548
09/24/2003,01:00,18.37,48.1,779.2,753.3,160.75,311.05,2.41,318,97472
09/24/2003,02:00,19.77,41.9,889.2,924.37,113,301.75,2.55,309,97376
09/24/2003,03:00,20.74,37.75,883.15,978.49,98.95,297.7,2.55,295,97310
09/24/2003,04:00,21.22,35.55,806.25,1005.63,93.45,297.15,2.69,285,97233
09/24/2003,05:00,21.13,35.45,665.85,1019.96,86.4,298.5,2.62,280,97186
09/24/2003,06:00,20.41,38.3,76.45,0,76.45,299.05,2.41,276,97138
09/24/2003,07:00,19.12,48.7,58.5,0,58.5,300.4,1.79,285,97186
09/24/2003,08:00,16.32,57.85,0,0,0,297.15,2.21,281,97205
09/24/2003,09:00,14.41,62.9,0,0,0,292.7,2.28,273,97262
09/24/2003,10:00,13.18,67.1,0,0,0,288.65,2.28,269,97291
09/24/2003,11:00,12.11,71.9,0,0,0,284.2,2.07,264,97357
09/24/2003,12:00,11.13,77.2,0,0,0,280.55,1.93,263,97386
09/24/2003,13:00,10.22,82.45,0,0,0,277.65,1.79,270,97376
09/24/2003,14:00,9.42,87.15,0,0,0,274,1.72,271,97348
09/24/2003,15:00,8.78,90.7,0,0,0,268,1.79,269,97300
09/24/2003,16:00,8.22,93.4,0,0,0,262.05,1.79,268,97214
09/24/2003,17:00,7.72,94.85,0,0,0,255.3,1.86,271,97195
09/24/2003,18:00,7.24,96,0,0,0,251.25,1.93,275,97157
09/24/2003,19:00,6.84,94.95,0,0,0,247,2,278,97176
09/24/2003,20:00,6.58,94.1,1.4,0,1.4,245.45,2.07,279,97186
09/24/2003,21:00,8.67,83.65,105.95,236.88,45.2,245.45,1.79,280,97205
09/24/2003,22:00,13,64.15,318.95,514.59,85.15,249.1,2.07,282,97262
09/24/2003,23:00,15.65,48,525,652.04,119.75,257.4,2.97,285,97205
09/25/2003,00:00,17.7,37.4,723.2,801.04,121.75,270.15,3.31,289,97128
09/25/2003,01:00,19.07,31.95,775.55,627.81,257.65,286.2,3.52,293,97052
09/25/2003,02:00,19.7,30.85,750,460.74,361.45,302.15,3.86,288,96966
09/25/2003,03:00,19.69,32.2,689.4,362.36,397.8,313.35,3.93,282,96928
09/25/2003,04:00,19.43,34.5,621.8,370.27,358.25,315.85,3.86,279,96928
09/25/2003,05:00,18.79,38.05,493.25,361.84,286.7,317.95,3.52,278,96928
09/25/2003,06:00,17.96,42.5,221.65,0,221.65,317.75,3.03,277,96957
09/25/2003,07:00,16.4,49.5,133.25,0,133.25,314.5,2.07,282,96976
09/25/2003,08:00,14.58,55.85,0,0,0,311,1.86,288,97014
09/25/2003,09:00,12.77,62.2,0,0,0,282.1,1.93,277,97081
09/25/2003,10:00,11.48,67.85,0,0,0,273.2,1.93,271,97176
09/25/2003,11:00,10.47,72.8,0,0,0,269,1.86,272,97214
09/25/2003,12:00,9.59,77.25,0,0,0,263.2,1.86,272,97214
09/25/2003,13:00,8.8,81.2,0,0,0,259.35,1.79,266,97214
09/25/2003,14:00,8.16,84.15,0,0,0,258,1.86,261,97243
09/25/2003,15:00,7.66,86.15,0,0,0,259.7,1.79,260,97224
09/25/2003,16:00,7.23,87.55,0,0,0,261.45,1.72,261,97205
09/25/2003,17:00,6.88,88.4,0,0,0,263.95,1.72,261,97176
09/25/2003,18:00,6.6,88.8,0,0,0,265.7,1.66,262,97224
09/25/2003,19:00,6.45,87.4,0,0,0,268.2,1.66,259,97243
09/25/2003,20:00,6.44,86.3,1.55,0,1.55,269,1.66,258,97291
09/25/2003,21:00,8.75,83.35,112.3,289.77,36.55,271.1,0.83,260,97338
09/25/2003,22:00,14.82,61.75,328.4,571.83,65.85,276.9,0.41,282,97396
09/25/2003,23:00,17.96,44.15,542.65,737.45,80.95,286.35,0.48,354,97396
09/26/2003,00:00,19.3,39.1,715.9,828.4,90.4,293.3,0.55,312,97357
09/26/2003,01:00,20.41,33.45,783.8,818.43,105.45,317.8,0.97,280,97300
09/26/2003,02:00,20.85,30.65,676.9,490.09,261.85,336.45,1.24,280,97224
09/26/2003,03:00,21.52,28,640.3,517.98,221.8,330.3,1.66,280,97147
09/26/2003,04:00,21.66,27.45,638.6,677.26,154.55,322.2,2,277,97071
09/26/2003,05:00,21.01,29.8,406.95,275.58,248.9,340.15,2.07,272,97033
09/26/2003,06:00,20.2,35.85,179.95,0,179.95,341.85,1.59,260,96995
09/26/2003,07:00,18.6,46,76.45,0,76.45,347.25,1.31,272,97042
09/26/2003,08:00,16.44,57.3,0,0,0,338.6,1.31,257,97081
09/26/2003,09:00,14.17,66,0,0,0,309.3,1.31,245,97128
09/26/2003,10:00,12.82,72.1,0,0,0,311.4,1.31,246,97205
09/26/2003,11:00,11.63,77.6,0,0,0,294.05,1.45,250,97224
09/26/2003,12:00,10.77,82,0,0,0,300,1.45,255,97195
09/26/2003,13:00,9.84,86.15,0,0,0,285.2,1.52,260,97205
09/26/2003,14:00,9.05,89.5,0,0,0,282.85,1.38,263,97186
09/26/2003,15:00,8.77,89.05,0,0,0,279.8,1.52,267,97109
09/26/2003,16:00,8.5,87.9,0,0,0,277.25,1.59,270,97062
09/26/2003,17:00,8.24,86.15,0,0,0,274,1.72,276,97004
09/26/2003,18:00,8.1,83.3,0,0,0,271.85,1.79,282,96995
09/26/2003,19:00,7.8,80.45,0,0,0,271.5,1.93,283,96957
09/26/2003,20:00,7.95,78,2.15,0,2.15,276.9,1.86,287,96976
09/26/2003,21:00,10.34,72.25,92.25,132.72,56.9,291.75,1.38,298,96985
09/26/2003,22:00,14.95,55.35,277.3,317.09,130.2,291.95,1.24,318,96985
09/26/2003,23:00,17.64,41.45,449.35,368.3,217.1,304.05,2.48,323,96947
09/27/2003,00:00,19.33,43.3,644.7,557.58,221.35,308.3,3.38,318,96842
09/27/2003,01:00,20.7,39.95,763.2,653.6,218.95,313.2,4.62,304,96756
09/27/2003,02:00,20.59,42,591.55,362.95,282.9,352.85,4.34,302,96661
09/27/2003,03:00,20.44,42.7,527.15,406.95,197.05,347.85,4.41,293,96565
09/27/2003,04:00,20.64,40.55,567.75,562.75,163.9,349.2,4.48,287,96479
09/27/2003,05:00,19.96,43.25,376.65,392.48,150.5,337.05,4.07,286,96451
09/27/2003,06:00,19.49,45.95,126.75,0,126.75,339.75,3.66,286,96451
09/27/2003,07:00,18.81,48.3,67.9,0,67.9,324.3,3.03,280,96518
09/27/2003,08:00,16.66,55.3,0,0,0,313.7,2.55,280,96575
09/27/2003,09:00,15.06,61.4,0,0,0,306,2.21,274,96632
09/27/2003,10:00,13.77,67.05,0,0,0,296.35,2.21,269,96699
09/27/2003,11:00,12.83,70.9,0,0,0,291.95,2.14,270,96737
09/27/2003,12:00,12.13,72.35,0,0,0,287.3,2.14,274,96737
09/27/2003,13:00,11.56,72.25,0,0,0,283.65,2.07,275,96747
09/27/2003,14:00,11.02,71.9,0,0,0,277.1,2.14,273,96747
09/27/2003,15:00,10.51,72.2,0,0,0,270.15,2.14,270,96699
09/27/2003,16:00,10.1,72.5,0,0,0,269,2.07,270,96718
09/27/2003,17:00,9.52,74.65,0,0,0,266.3,1.86,273,96680
09/27/2003,18:00,8.93,77.55,0,0,0,265.1,1.72,277,96689
09/27/2003,19:00,8.74,74.9,0,0,0,264.15,1.86,279,96737
09/27/2003,20:00,8.22,77.55,2.25,0,2.25,262.05,1.79,280,96785
09/27/2003,21:00,10.26,74.3,125.85,319.64,39.15,260.3,1.24,280,96852
09/27/2003,22:00,14.09,57.05,349.8,603.47,67,263.95,2,279,96909
09/27/2003,23:00,16.06,45.4,567.15,764.15,81.85,269.35,3.17,276,96842
09/28/2003,00:00,17.52,37.35,746.4,858.59,90.95,273.8,3.52,280,96794
09/28/2003,01:00,18.75,33.3,870.35,925.62,96.05,276.95,3.66,283,96747
09/28/2003,02:00,19.64,31.05,922.9,963.3,100.35,281.15,3.72,284,96661
09/28/2003,03:00,20.14,29.8,914.6,1005.81,95.55,285.55,3.86,283,96603
09/28/2003,04:00,20.16,29.9,825.7,1013.92,95.15,287.7,3.86,282,96537
09/28/2003,05:00,19.62,32.25,659.7,962.73,102.4,288.85,3.79,278,96527
09/28/2003,06:00,18.39,37.7,443.9,770.6,136.4,293.65,3.66,273,96546
09/28/2003,07:00,16.85,46,96.75,0,96.75,299.25,2.76,269,96575
09/28/2003,08:00,14.8,53,0,0,0,295,2.41,266,96680
09/28/2003,09:00,13.26,57.75,0,0,0,293.45,2.28,266,96718
09/28/2003,10:00,12.16,61.05,0,0,0,293.1,2.21,266,96804
09/28/2003,11:00,11.07,63.15,0,0,0,283.05,2.21,266,96861
09/28/2003,12:00,10.28,62.65,0,0,0,288.65,2.34,262,96890
09/28/2003,13:00,9.46,62.85,0,0,0,282.65,2.34,257,96928
09/28/2003,14:00,8.76,64.1,0,0,0,284.6,2.41,252,96928
09/28/2003,15:00,7.93,66.6,0,0,0,266.65,2.34,252,96947
09/28/2003,16:00,7.66,65.05,0,0,0,291.95,2.41,248,96957
09/28/2003,17:00,7.17,63.2,0,0,0,276.9,2.28,243,96928
09/28/2003,18:00,6.69,62.45,0,0,0,264.75,2.21,239,96966
09/28/2003,19:00,5.8,67.7,0,0,0,247.75,1.79,258,97004
09/28/2003,20:00,5.47,68.65,2.65,0,2.65,242.15,1.86,254,97081
09/28/2003,21:00,6.92,66.95,119.35,290.82,39.05,244.1,1.66,251,97128
09/28/2003,22:00,9.33,59,353,604.67,66.8,247.75,2.48,240,97186
09/28/2003,23:00,11.31,50.2,538.7,686.37,99.75,254.15,2.41,237,97147
09/29/2003,00:00,12.95,42.05,722.3,805.02,104.45,258.95,2.41,238,97109
09/29/2003,01:00,13.98,36.1,810.6,759.74,172.2,268.45,2.48,239,97033
09/29/2003,02:00,14.78,31.6,844,740.56,209.1,289.25,2.48,238,97004
09/29/2003,03:00,15.13,28.65,784.95,658.45,246.7,289.6,2.55,240,96928
09/29/2003,04:00,15.69,24.85,782.35,858.26,161.5,281.9,2.21,236,96899
09/29/2003,05:00,15.04,23.35,597.45,659.3,214.05,293.45,1.45,213,96928
09/29/2003,06:00,13.58,27.05,420.7,630.06,167.7,286.15,1.52,159,97004
09/29/2003,07:00,11.51,42.3,76.3,0,76.3,263,2,138,97147
09/29/2003,08:00,8.63,63.6,0,0,0,286.35,2.07,132,97319
09/29/2003,09:00,7.35,73.3,0,0,0,273.6,2.14,111,97443
09/29/2003,10:00,6.67,76.1,0,0,0,284,1.79,104,97510
09/29/2003,11:00,6.02,78.5,0,0,0,265.1,1.38,110,97625
09/29/2003,12:00,5.62,80.3,0,0,0,273.4,0.97,119,97653
09/29/2003,13:00,5.73,79.3,0,0,0,300,0.55,128,97682
09/29/2003,14:00,5.5,80.75,0,0,0,291.55,0.14,164,97682
09/29/2003,15:00,5.46,79.85,0,0,0,295,0.14,278,97682
09/29/2003,16:00,5.33,81.4,0,0,0,294.45,0.41,297,97663
09/29/2003,17:00,4.93,84.75,0,0,0,279.6,0.69,293,97653
09/29/2003,18:00,4.44,86.65,0,0,0,269.15,0.9,282,97701
09/29/2003,19:00,3.18,91.95,0,0,0,245.45,0.9,248,97758
09/29/2003,20:00,2.75,92.55,2.95,0,2.95,245.25,0.83,253,97825
09/29/2003,21:00,5.38,83.15,134.75,333.16,41.15,248.55,0.21,298,97892
09/29/2003,22:00,7.8,63.75,359.75,604.76,70.7,242.15,0.48,337,97949
09/29/2003,23:00,9.84,52.4,576.9,758.1,88.75,244.7,0.48,340,97892
09/30/2003,00:00,11.65,43.9,752.3,848.24,97.85,251.45,0.34,353,97787
09/30/2003,01:00,13.33,38.65,875.8,907.75,109.65,263.05,0.28,1,97730
09/30/2003,02:00,14.7,35.4,943.35,976.91,102.5,257.4,0.28,352,97634
09/30/2003,03:00,15.7,33.35,929.1,1011.64,99,261.85,0.34,358,97548
09/30/2003,04:00,16.28,32.2,844.75,1031.38,95.75,266.1,0.34,5,97481
09/30/2003,05:00,16.33,32.35,698.6,1044.41,88.5,269.15,0.41,14,97462
09/30/2003,06:00,15.9,33.45,502.85,1051.83,77.85,270.9,0.48,19,97472
09/30/2003,07:00,14.71,42.8,60.25,0,60.25,273.4,0.9,60,97539
09/30/2003,08:00,12.62,50.95,0,0,0,276.5,1.52,80,97634
09/30/2003,09:00,10.53,58.2,0,0,0,272.45,1.93,93,97730
09/30/2003,10:00,8.9,67.1,0,0,0,283.65,1.79,96,97835
09/30/2003,11:00,7.83,74,0,0,0,279.4,1.45,101,97978
09/30/2003,12:00,7.08,78.7,0,0,0,277.25,1.24,114,98016
09/30/2003,13:00,6.52,82.05,0,0,0,271.5,1.24,131,98054
09/30/2003,14:00,6.14,84,0,0,0,272.25,1.17,147,98035
09/30/2003,15:00,5.85,84.9,0,0,0,266.1,1.24,158,97987
09/30/2003,16:00,2.69,93.8,0,0,0,264.95,0.72,166,97987
09/30/2003,17:00,4.27,88.4,0,0,0,267.73,0.92,173,97978
09/30/2003,18:00,5.85,83,0,0,0,270.5,1.12,173,98025
09/30/2003,19:00,7.42,77.6,0,0,0,273.28,1.32,171,98054
09/30/2003,20:00,9,72.2,4.4,0,4.4,276.05,1.52,171,98111
09/30/2003,21:00,10.58,66.8,99.45,118.11,65.7,278.83,1.72,152,98178
09/30/2003,22:00,12.15,61.4,239.1,163.19,160.35,281.61,1.93,91,98169
09/30/2003,23:00,13.73,56.01,449.6,334.67,232.65,284.38,2.13,75,98159
10/01/1980,00:00,15.31,50.61,762.6,861.93,90.75,287.16,2.33,260,96909
10/01/1980,01:00,16.88,45.21,883.9,925.52,96,289.94,2.53,253,96842
10/01/1980,02:00,18.46,39.81,938.55,968.72,98.3,292.71,2.73,256,96756
10/01/1980,03:00,20.04,34.41,924.15,999.73,97.75,295.49,2.93,261,96689
10/01/1980,04:00,21.62,29.01,841.95,1021.72,94.25,298.27,3.14,263,96651
10/01/1980,05:00,23.19,23.61,697.2,1034.22,87.65,301.04,3.34,266,96642
10/01/1980,06:00,24.77,18.21,503.6,1042.39,77.2,303.82,3.54,267,96632
10/01/1980,07:00,26.35,12.82,60.45,0,60.45,306.59,3.74,273,96718
10/01/1980,08:00,17.68,41.1,0,0,0,294.65,2.14,282,96756
10/01/1980,09:00,15.67,46.45,0,0,0,288.05,2.07,286,96832
10/01/1980,10:00,14.23,52.3,0,0,0,283.25,2.07,287,96899
10/01/1980,11:00,13.21,57.6,0,0,0,280.95,2.07,286,96947
10/01/1980,12:00,12.53,61.25,0,0,0,279.4,2.07,285,96976
10/01/1980,13:00,12.04,63.35,0,0,0,277.45,2.07,285,96976
10/01/1980,14:00,11.53,64.8,0,0,0,275.75,2,285,96947
10/01/1980,15:00,10.94,66.75,0,0,0,274.4,1.86,285,96890
10/01/1980,16:00,10.31,69.05,0,0,0,273.4,1.79,285,96861
10/01/1980,17:00,9.82,70.85,0,0,0,272.25,1.79,283,96842
10/01/1980,18:00,9.5,71.75,0,0,0,271.7,1.86,283,96823
10/01/1980,19:00,9.36,70.85,0,0,0,272.05,1.86,279,96861
10/01/1980,20:00,9.27,71.4,4.5,0,4.5,271.85,1.86,280,96918
10/01/1980,21:00,12.03,69.05,149.3,358.71,43.4,273.4,1.31,286,96957
10/01/1980,22:00,17.32,52.2,374.4,622.42,68.4,279.95,1.24,302,96966
10/01/1980,23:00,20.77,37.95,590.25,773.68,82.1,289.05,2,306,96966
10/02/1980,00:00,23.06,31.15,767.3,863.78,90.65,296.95,2.83,302,96918
10/02/1980,01:00,24.78,26.5,887.65,926.22,95.85,304.3,3.52,294,96880
10/02/1980,02:00,25.95,23.45,941.95,969.22,98.1,310.65,4.07,286,96794
10/02/1980,03:00,26.61,21.2,927.45,1000.47,97.45,314.7,4.41,280,96727
10/02/1980,04:00,26.82,20.6,844.65,1021.98,93.95,316.4,4.41,277,96670
10/02/1980,05:00,26.47,22,698.8,1033,87.3,317.95,4.28,276,96622
10/02/1980,06:00,25.54,25.3,503.95,1037.52,76.95,319.1,3.66,281,96632
10/02/1980,07:00,23.46,31.7,60.4,0,60.4,315.65,2.55,286,96651
